occupation,maritalStatus,,Y
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,0
Building & Grounds Cleaning & Maintenance,Unmarried partner,,0
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,0
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,0
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,0
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,0
Building & Grounds Cleaning & Maintenance,Unmarried partner,,0
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,0
Building & Grounds Cleaning & Maintenance,Unmarried partner,,0
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Unmarried partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,0
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,0
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,0
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,0
Life Physical Social Science,Unmarried partner,,0
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,1
Life Physical Social Science,Unmarried partner,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,0
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Healthcare Support,Single,,0
Healthcare Support,Single,,0
Healthcare Support,Single,,0
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,0
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,0
Healthcare Support,Single,,1
Healthcare Support,Single,,0
Healthcare Support,Single,,0
Healthcare Support,Single,,0
Healthcare Support,Single,,0
